trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,0,13,0,28.449903299999278,,28.35802739999781,10,28.449903299999278,28.449903299999278,0.061968900001375005,30.15681119999863,[-0.33],[-0.19333333333333333],[1],[0],[0],[1.7373701999968034],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
14,0,14,0,30.218590399999812,,30.16299529999742,5,30.218590399999812,30.218590399999812,0.02985629999966477,31.640105399997992,[0.22333333333333333],[0.195],[1],[0],[0],[1.4479190000020026],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
15,0,15,0,31.704024999999092,,31.646039799998107,5,31.704024999999092,31.704024999999092,0.029632499998115236,33.37496669999746,[-0.051666666666666666],[-0.04666666666666667],[1],[0],[0],[1.6999933000006422],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
16,0,16,0,33.43863909999709,,33.38078789999781,5,33.43863909999709,33.43863909999709,0.02940100000341772,34.97731930000009,[-0.058333333333333334],[0.3433333333333333],[1],[0],[0],[1.567793400001392],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
17,0,17,0,35.04023169999709,,34.98317069999757,5,35.04023169999709,35.04023169999709,0.02923709999959101,36.31120329999976,[-0.03166666666666667],[0.4633333333333333],[1],[0],[0],[1.2992612999987614],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
18,0,18,0,36.39315109999734,,36.31698989999859,10,36.39315109999734,36.39315109999734,0.05408199999874341,38.997503999999026,[-0.495],[-0.36333333333333334],[1],[0],[0],[2.6270793999974558],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
19,0,19,0,39.061832100000174,,39.00333939999837,5,39.061832100000174,39.061832100000174,0.03147709999757353,41.00036489999911,[-0.3466666666666667],[0.1],[1],[0],[0],[1.966153100001975],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
20,0,20,0,41.09712379999837,,41.00601689999894,10,41.09712379999837,41.09712379999837,0.05799560000014026,42.634510100000625,[0.0033333333333333335],[0.12833333333333333],[1],[0],[0],[1.5710792999998375],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
21,0,21,0,42.732399699998496,,42.64043739999761,10,42.732399699998496,42.732399699998496,0.056868699997721706,45.187025999999605,[0.38],[0.07],[1],[0],[0],[2.4903558000005432],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
22,0,22,0,45.26842919999763,,45.19283390000055,10,45.26842919999763,45.26842919999763,0.056571400000393623,47.62381180000011,[0.03166666666666667],[0.3466666666666667],[1],[0],[0],[2.374917600001936],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
23,0,23,0,47.72127030000047,,47.62980809999863,10,47.72127030000047,47.72127030000047,0.06020729999727337,48.94120850000036,[0.04666666666666667],[0.20833333333333334],[1],[0],[0],[1.2517883000000438],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
24,0,24,0,49.00602049999725,,48.94689069999731,5,49.00602049999725,49.00602049999725,0.034570899999380345,50.378250099998695,[0.041666666666666664],[-0.008333333333333333],[1],[0],[0],[1.3973799999985204],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
25,0,25,0,50.441716299999825,,50.384203999998135,5,50.441716299999825,50.441716299999825,0.028671400003076997,52.28035420000015,[0.49333333333333335],[-0.235],[1],[0],[0],[1.868169699999271],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
26,0,26,0,52.343424499998946,,52.2859389999976,5,52.343424499998946,52.343424499998946,0.027326200000970857,54.282025199998316,[-0.39166666666666666],[-0.4033333333333333],[1],[0],[0],[1.9693885000015143],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
27,0,27,0,54.34472359999927,,54.288091799997346,5,54.34472359999927,54.34472359999927,0.02874370000063209,56.04945450000014,[-0.38666666666666666],[-0.475],[1],[0],[0],[1.7333308000015677],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
28,0,28,0,56.1639757999983,,56.05905459999849,10,56.1639757999983,56.1639757999983,0.07556990000011865,57.48520429999917,[-0.28833333333333333],[-0.07],[1],[0],[0],[1.3518612000007124],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
29,0,29,0,57.61649430000034,,57.49612879999768,10,57.61649430000034,57.61649430000034,0.08095659999889904,58.786200599999574,[0.13],[0.23333333333333334],[1],[0],[0],[1.210351100002299],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
30,0,30,0,58.88305639999817,,58.79204910000044,10,58.88305639999817,58.88305639999817,0.058600899999873945,60.771451000000525,[0.37333333333333335],[-0.465],[1],[0],[0],[1.921470600002067],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
31,0,31,0,60.86856799999805,,60.7772879999975,10,60.86856799999805,60.86856799999805,0.06065149999994901,62.27324849999786,[0.11333333333333333],[0.03833333333333333],[1],[0],[0],[1.4359997999999905],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
32,0,32,0,62.37094159999833,,62.279010799997195,10,62.37094159999833,62.37094159999833,0.05561870000019553,64.64308840000012,[0.41],[0.17166666666666666],[1],[0],[0],[2.308943400003045],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
33,0,33,0,64.70714439999938,,64.64905670000007,5,64.70714439999938,64.70714439999938,0.028376700000080746,66.46348869999929,[-0.10166666666666667],[-0.25166666666666665],[1],[0],[0],[1.786594100001821],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
34,0,34,0,66.57596829999966,,66.47236770000018,10,66.57596829999966,66.57596829999966,0.0682059000027948,68.98011539999789,[-0.40166666666666667],[-0.395],[1],[0],[0],[2.4410724000008486],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
35,0,35,0,69.0775735999996,,68.9860200999974,10,69.0775735999996,69.0775735999996,0.05709729999944102,70.71576469999854,[0.03333333333333333],[-0.058333333333333334],[1],[0],[0],[1.6732775999989826],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
36,0,36,0,70.8133162999984,,70.72151139999914,10,70.8133162999984,70.8133162999984,0.05987729999833391,71.95217849999972,[0.12],[0.08],[1],[0],[0],[1.1712774999978137],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
37,0,37,0,72.03140630000053,,71.96194529999775,5,72.03140630000053,72.03140630000053,0.03553250000186381,74.35401060000004,[0.34],[0.26166666666666666],[1],[0],[0],[2.358063100000436],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
38,0,38,0,74.45134909999979,,74.35983320000014,10,74.45134909999979,74.45134909999979,0.060986499996943166,76.40491750000001,[-0.31333333333333335],[-0.2733333333333333],[1],[0],[0],[1.984637900000962],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
39,0,39,0,76.50341889999982,,76.41079700000046,10,76.50341889999982,76.50341889999982,0.05764149999959045,78.27412709999771,[0.055],[-0.11],[1],[0],[0],[1.80632599999808],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
40,0,40,0,78.3877496999994,,78.28428119999808,10,78.3877496999994,78.3877496999994,0.06331970000246656,80.09196999999767,[0.3416666666666667],[0.10166666666666667],[1],[0],[0],[1.7460609000008844],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
41,0,41,0,80.15766289999738,,80.09776000000056,5,80.15766289999738,80.15766289999738,0.030503599999065045,81.36069420000058,[0.20666666666666667],[-0.11],[1],[0],[0],[1.2330781999989995],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
42,0,42,0,81.40864249999868,,81.36643279999771,5,81.40864249999868,81.40864249999868,0.029550100000051316,84.14737409999725,[0.4816666666666667],[0.4533333333333333],[1],[0],[0],[2.751970099998289],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
43,0,43,0,84.2440874999993,,84.15303420000055,10,84.2440874999993,84.2440874999993,0.05668159999913769,86.43512639999972,[-0.295],[-0.235],[1],[0],[0],[2.225721299997531],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
44,0,44,0,86.54666939999879,,86.44757349999782,10,86.54666939999879,86.54666939999879,0.06960149999940768,88.51911420000033,[-0.415],[-0.41333333333333333],[1],[0],[0],[2.004063299998961],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
45,0,45,0,88.61570419999771,,88.52486399999907,10,88.61570419999771,88.61570419999771,0.05863309999767807,94.09147780000058,[-0.056666666666666664],[0.47333333333333333],[1],[0],[0],[5.508637800001452],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
46,0,46,0,94.15577349999876,,94.09743510000044,5,94.15577349999876,94.15577349999876,0.0297136999979557,97.29561299999841,[0.32166666666666666],[0.4533333333333333],[1],[0],[0],[3.1689628999993147],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
47,0,47,0,97.3584469999987,,97.30542019999848,5,97.3584469999987,97.3584469999987,0.03730679999716813,98.57946719999745,[0.2916666666666667],[0.12],[1],[0],[0],[1.2383888000003935],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
48,0,48,0,98.64323289999811,,98.58524489999763,5,98.64323289999811,98.64323289999811,0.03099569999903906,100.28219439999884,[0.3983333333333333],[-0.365],[1],[0],[0],[1.6666255999989517],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
49,0,49,0,100.37902779999786,,100.28810369999701,10,100.37902779999786,100.37902779999786,0.05609249999906751,101.6830994999982,[0.09],[-0.3016666666666667],[1],[0],[0],[1.3394646999986435],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
50,0,50,0,101.74732839999706,,101.68918850000045,5,101.74732839999706,101.74732839999706,0.03154949999952805,103.85254029999851,[0.3516666666666667],[0.45666666666666667],[1],[0],[0],[2.1324266999981774],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
51,0,51,0,103.94896609999705,,103.85815309999816,10,103.94896609999705,103.94896609999705,0.05833829999755835,105.9217413999977,[-0.295],[0.06166666666666667],[1],[0],[0],[2.0058356000008644],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
52,0,52,0,105.98557909999727,,105.92925009999817,5,105.98557909999727,105.98557909999727,0.04131929999857675,107.6397083999982,[0.04666666666666667],[-0.28833333333333333],[1],[0],[0],[1.6698766000008618],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
53,0,53,0,107.73657019999882,,107.64554990000033,10,107.73657019999882,107.73657019999882,0.059281399997416884,110.00914999999804,[-0.09],[-0.14833333333333334],[1],[0],[0],[2.3046762000012677],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
54,0,54,0,110.12237230000028,,110.02074929999799,10,110.12237230000028,110.12237230000028,0.08377200000177254,112.27750119999837,[0.44166666666666665],[-0.005],[1],[0],[0],[2.1748919999990903],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
55,0,55,0,112.37533599999733,,112.28352719999748,10,112.37533599999733,112.37533599999733,0.05512119999912102,115.08251549999841,[-0.2633333333333333],[-0.29],[1],[0],[0],[2.7442530000007537],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
56,0,56,0,115.17815469999914,,115.08838579999792,10,115.17815469999914,115.17815469999914,0.05508460000055493,116.58350779999819,[-0.40166666666666667],[-0.1],[1],[0],[0],[1.4405865000007907],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
57,0,57,0,116.6471180999979,,116.58968470000036,5,116.6471180999979,116.6471180999979,0.029593899998872075,118.20050970000011,[0.075],[0.36833333333333335],[1],[0],[0],[1.581903300000704],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
58,0,58,0,118.24867879999874,,118.20621140000003,5,118.24867879999874,118.24867879999874,0.02952509999886388,119.9522810999988,[-0.27166666666666667],[-0.31],[1],[0],[0],[1.7171783999983745],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
59,0,59,0,120.01677909999853,,119.95801949999804,5,120.01677909999853,120.01677909999853,0.03384920000098646,121.20441369999753,[0.22166666666666668],[0.415],[1],[0],[0],[1.2132106000026397],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
60,0,60,0,121.30145469999843,,121.21000889999777,10,121.30145469999843,121.30145469999843,0.058801900002436014,123.3738431999991,[-0.13833333333333334],[0.44166666666666665],[1],[0],[0],[2.1054761999985203],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
61,0,61,0,123.47165829999722,,123.37983750000058,10,123.47165829999722,123.47165829999722,0.05755700000008801,126.97797899999932,[0.44166666666666665],[-0.4033333333333333],[1],[0],[0],[3.541231000002881],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
62,0,62,0,127.04102019999846,,126.9836510999994,5,127.04102019999846,127.04102019999846,0.027611800000158837,128.63062659999923,[0.21333333333333335],[0.38333333333333336],[1],[0],[0],[1.6199438000003283],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
63,0,63,0,128.69273260000045,,128.63636979999865,5,128.69273260000045,128.69273260000045,0.028296799999225186,130.04750109999804,[0.29333333333333333],[0.335],[1],[0],[0],[1.3835195999999996],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
64,0,64,0,130.09412569999768,,130.0531142999971,5,130.09412569999768,130.09412569999768,0.028604099999938626,133.2175591999985,[0.08833333333333333],[0.46166666666666667],[1],[0],[0],[3.136493199999677],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
65,0,65,0,133.2642124999984,,133.22332639999877,5,133.2642124999984,133.2642124999984,0.029115099998307414,135.22047620000012,[0.31666666666666665],[-0.07833333333333334],[1],[0],[0],[1.9685486999987916],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
66,0,66,0,135.31731659999787,,135.22649789999923,10,135.31731659999787,135.31731659999787,0.057127899999613874,136.77185669999744,[0.11],[0.25666666666666665],[1],[0],[0],[1.4887488999993366],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
67,0,67,0,136.8682649000002,,136.7777305999989,10,136.8682649000002,136.8682649000002,0.05705459999808227,138.4388966000006,[0.41333333333333333],[0.3433333333333333],[1],[0],[0],[1.6047509999989416],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
68,0,68,0,138.50340849999702,,138.4447865000002,5,138.50340849999702,138.50340849999702,0.030137400000967318,139.91050039999755,[-0.32],[0.035],[1],[0],[0],[1.4361182000029658],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
69,0,69,0,140.00522830000045,,139.9165753999987,10,140.00522830000045,140.00522830000045,0.056430600001476705,141.89301369999885,[-0.49333333333333335],[0.2966666666666667],[1],[0],[0],[1.9206942000018898],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
70,0,70,0,141.99115379999785,,141.89875799999936,10,141.99115379999785,141.99115379999785,0.05850940000163973,143.7301038000005,[-0.17166666666666666],[-0.275],[1],[0],[0],[1.773458199997549],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
71,0,71,0,143.7933344999983,,143.7358533000006,5,143.7933344999983,143.7933344999983,0.028879599998617778,145.91530039999998,[-0.15166666666666667],[0.48333333333333334],[1],[0],[0],[2.151163800001086],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
72,0,72,0,146.0125404999999,,145.92137489999732,10,146.0125404999999,146.0125404999999,0.05563560000155121,149.28535179999744,[-0.325],[0.4716666666666667],[1],[0],[0],[3.3089766000011878],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
73,0,73,0,149.34997569999905,,149.29208449999715,5,149.34997569999905,149.34997569999905,0.028645799997320864,151.3393475999983,[0.20666666666666667],[0.22166666666666668],[1],[0],[0],[2.019296399997984],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
74,0,74,0,151.40102489999845,,151.3451540999995,5,151.40102489999845,151.40102489999845,0.029252599997562356,152.9395177999977,[0.46166666666666667],[0.32666666666666666],[1],[0],[0],[1.565710399998352],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
75,0,75,0,153.03690909999932,,152.94523750000008,10,153.03690909999932,153.03690909999932,0.055455500001698965,155.776292999999,[-0.445],[-0.38666666666666666],[1],[0],[0],[2.7760965999987093],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
76,0,76,0,155.8724934999991,,155.78239259999827,10,155.8724934999991,155.8724934999991,0.057040799998503644,158.44568739999886,[0.19333333333333333],[-0.12833333333333333],[1],[0],[0],[2.606771899998421],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
77,0,77,0,158.5429073999985,,158.4517753,10,158.5429073999985,158.5429073999985,0.05488669999976992,160.68014229999972,[-0.47333333333333333],[0.43],[1],[0],[0],[2.1739646999994875],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
78,0,78,0,160.744781399997,,160.68603040000016,5,160.744781399997,160.744781399997,0.030495599999994738,163.3023635999998,[-0.39],[-0.33166666666666667],[1],[0],[0],[2.586229099997581],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
79,0,79,0,163.39813389999836,,163.30823500000042,10,163.39813389999836,163.39813389999836,0.05899119999958202,165.3369982999975,[0.3616666666666667],[-0.275],[1],[0],[0],[1.9702810000017053],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
80,0,80,0,165.43394350000017,,165.34264959999928,10,165.43394350000017,165.43394350000017,0.05673129999922821,167.1562477999978,[-0.3333333333333333],[0.20166666666666666],[1],[0],[0],[1.7574177000024065],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
81,0,81,0,167.2520459999978,,167.16194890000043,10,167.2520459999978,167.2520459999978,0.057509500002197456,169.18980389999706,[-0.26166666666666666],[-0.06],[1],[0],[0],[1.970920700001443],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
82,0,82,0,169.28875049999988,,169.19594879999931,10,169.28875049999988,169.28875049999988,0.05510879999928875,170.92680499999915,[-0.17],[-0.15833333333333333],[1],[0],[0],[1.6763036000011198],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
83,0,83,0,171.02246530000048,,170.93321339999966,10,171.02246530000048,171.02246530000048,0.05695220000052359,173.3957945000002,[-0.47333333333333333],[-0.05],[1],[0],[0],[2.4061478000003262],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
84,0,84,0,173.4924764999996,,173.4020199000006,10,173.4924764999996,173.4924764999996,0.058627599999454105,174.84612930000003,[-0.24333333333333335],[0.2816666666666667],[1],[0],[0],[1.386163499999384],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
85,0,85,0,174.91014019999784,,174.85210539999753,5,174.91014019999784,174.91014019999784,0.030972799999290146,177.55139469999995,[-0.04833333333333333],[0.03],[1],[0],[0],[2.668828500001837],['target'],251423,001,2024-10-10_16h08.06.627,visual_search_exp,2024.1.5,None,2024-10-10 16h08.16.018858 +0530,
